skill_python,skill_javascript,skill_react,skill_nodejs,skill_mongodb,skill_design,skill_testing,skill_devops,skill_ml,skill_java,role_PM,role_Developer,role_Designer,role_QA,role_BusinessAnalyst,availability_overlap,team_size,avg_skill_level,skill_diversity,roles_covered,max_skill_gap,workload_balance_score,success_score
2,5,5,2,2,4,2,5,2,2,1,1,1,1,1,0.8048288768955698,5,3.1,10,5,2.381,1.972,97.82
4,5,5,3,3,4,2,2,1,2,1,1,0,1,1,0.7015151168832877,4,3.1,9,4,0.466,1.617,100.0
3,2,1,5,4,1,3,5,1,1,0,1,0,1,1,0.4480660159591612,3,2.6,6,3,1.595,0.515,61.84
5,2,2,4,4,2,1,1,2,1,1,1,0,1,0,0.9868445283695784,3,2.4,7,3,0.091,1.45,94.07
3,4,5,4,3,2,2,1,2,2,1,1,1,1,0,0.4107361586610551,6,2.8,9,4,0.06,0.265,99.43
4,3,5,5,3,2,1,5,2,2,1,0,1,1,0,0.44564989285122647,3,3.2,9,3,1.88,0.874,77.35
5,5,4,5,4,3,2,4,2,2,1,1,1,1,1,0.8498544798364274,5,3.6,10,5,2.807,0.756,100.0
4,4,5,4,4,5,4,2,2,2,0,1,0,1,1,0.35270188064763414,6,3.6,10,3,1.748,0.206,100.0
5,2,2,5,3,5,2,3,2,2,1,1,1,1,1,0.692675028214606,5,3.1,10,5,1.03,0.056,100.0
3,5,5,4,3,2,5,4,2,2,1,1,1,1,1,0.68663688668443,5,3.5,10,5,2.138,0.027,100.0
3,2,1,4,2,5,3,1,2,2,1,1,1,0,0,0.6791325544782404,3,2.5,8,3,0.16,1.25,85.21
2,5,4,2,2,5,2,5,2,1,1,1,1,1,0,0.8379405361839689,6,3.0,9,4,2.381,1.994,88.96
4,2,2,5,4,2,4,5,2,2,1,0,1,1,1,0.4560527960952453,6,3.2,10,4,2.933,1.879,84.44
2,5,5,2,2,5,5,4,2,2,1,1,1,1,1,0.4434343509979663,5,3.4,10,5,0.462,0.118,100.0
4,3,5,4,2,4,4,5,2,1,1,1,0,1,0,0.9387195427456572,6,3.4,9,3,0.797,1.165,100.0
5,1,2,4,2,2,4,5,2,2,1,0,1,0,1,0.7853821990641261,3,2.9,9,3,0.863,0.963,94.39
3,4,5,5,2,2,4,2,2,2,1,1,0,1,1,0.5625774992333423,4,3.1,10,4,1.464,0.573,100.0
4,5,4,5,4,4,2,2,2,2,1,1,1,1,1,0.9637897817223069,5,3.4,10,5,0.991,1.408,100.0
5,4,5,5,3,3,3,2,2,2,1,1,1,1,1,0.38169161468210766,5,3.4,10,5,0.69,1.464,100.0
4,2,2,3,2,4,2,4,2,2,1,1,1,1,1,0.9266332222331706,5,2.7,10,5,0.248,1.748,89.92
3,4,5,4,3,2,5,2,2,2,1,0,0,1,1,0.44179634202941154,6,3.2,10,3,2.084,0.933,100.0
5,5,4,4,4,2,3,3,1,2,1,1,1,0,1,0.4929699229264264,6,3.3,9,4,0.077,0.529,100.0
1,2,0,2,2,2,5,3,2,2,1,0,0,1,1,0.37290286214653956,3,2.1,8,3,0.816,1.094,67.36
5,2,2,3,2,4,4,5,2,1,1,0,1,1,1,0.7217827690643865,6,3.0,9,4,0.827,0.941,100.0
2,2,1,2,2,5,2,5,2,2,1,0,1,0,1,0.31988822675381934,3,2.5,9,3,1.738,1.805,64.78
4,2,2,3,3,1,4,5,2,1,1,1,1,1,1,0.42547880823321726,5,2.7,8,5,0.993,0.561,78.54
2,5,5,2,1,3,4,2,2,0,1,0,1,1,1,0.6817271444085187,4,2.6,8,4,0.429,0.726,100.0
4,4,5,3,4,5,5,2,1,2,1,1,1,1,1,0.7524382392127901,5,3.5,9,5,1.946,0.481,100.0
1,5,5,1,2,4,2,4,2,2,1,0,1,1,1,0.43233767002286333,4,2.8,8,4,1.611,1.528,78.07
5,0,2,5,4,2,4,1,2,1,1,0,1,0,1,0.7292088200420594,3,2.6,7,3,1.114,0.499,87.68
5,2,2,4,4,2,3,5,2,2,1,1,1,1,1,0.6556885833762414,5,3.1,10,5,2.526,0.254,89.38
5,3,5,5,2,4,2,2,1,1,1,0,1,1,0,0.8780360469138939,3,3.0,8,3,0.537,1.801,100.0
3,5,4,4,2,4,2,5,2,2,1,1,1,1,1,0.5757581502462292,5,3.3,10,5,0.797,1.42,96.72
2,2,2,1,1,2,4,5,2,1,0,1,1,1,1,0.8750180843850095,4,2.2,7,4,1.211,1.089,83.94
1,3,5,2,2,5,2,3,2,2,1,1,1,0,1,0.7781041174648952,4,2.7,9,4,1.398,1.082,86.04
5,1,2,4,4,2,3,2,2,1,1,1,1,0,0,0.5961926281271732,3,2.6,8,3,0.407,0.659,80.03
1,4,4,2,2,5,5,3,2,2,1,1,1,1,1,0.8808604393612061,6,3.0,9,5,0.637,1.565,100.0
2,4,4,2,1,1,4,3,1,1,0,1,1,1,0,0.6635802731203003,3,2.3,6,3,0.416,1.258,81.87
4,5,5,5,4,2,5,2,2,2,1,1,1,1,1,0.7227138520540488,5,3.6,10,5,0.305,0.189,100.0
5,2,2,5,4,4,2,3,2,2,1,1,1,1,1,0.5922150715954562,5,3.1,10,5,1.506,0.788,84.82
5,4,3,5,3,3,2,2,1,2,1,1,0,1,1,0.9163102686439724,4,3.0,9,4,2.896,1.506,87.33
2,2,0,2,1,5,4,2,2,2,0,1,0,1,1,0.9442119346430609,3,2.2,8,3,2.661,1.203,76.15
3,2,1,4,4,5,5,4,2,2,1,0,1,1,1,0.5970607336066505,4,3.2,9,4,0.304,0.237,100.0
2,5,5,1,2,2,2,4,1,2,1,0,1,0,1,0.9379467652117268,3,2.6,8,3,1.276,0.001,94.39
2,4,5,2,2,4,3,5,2,2,1,1,1,1,1,0.5713435708841565,5,3.1,10,5,1.358,1.618,95.72
2,2,2,2,2,4,4,5,2,2,1,1,1,1,0,0.7561523640295403,4,2.7,10,4,0.337,0.896,99.59
2,5,5,1,2,3,2,2,2,2,1,0,1,1,0,0.3054558632576433,3,2.6,9,3,0.546,0.713,93.65
2,3,5,2,2,5,2,5,2,1,1,1,1,1,1,0.8150327629952183,5,2.9,9,5,2.254,1.859,95.04
5,2,2,4,3,2,4,4,2,2,1,1,1,1,1,0.769202453594118,6,3.0,10,5,0.492,0.762,100.0
5,2,2,5,4,5,5,1,2,2,0,1,1,1,0,0.7241443288536957,6,3.3,9,3,1.381,0.898,100.0
5,4,3,5,3,5,5,4,2,2,1,1,0,1,0,0.5907645049003936,6,3.8,10,3,0.739,0.554,100.0
5,2,2,5,3,1,3,4,1,1,1,0,1,1,1,0.8213259233446923,4,2.7,7,4,0.574,1.199,84.26
2,2,1,1,2,4,3,3,1,2,1,1,0,1,1,0.5977055885236409,4,2.1,7,4,0.063,1.081,73.52
5,3,3,4,4,3,2,3,1,2,0,1,1,1,0,0.37170513614809975,6,3.0,9,3,2.752,0.06,76.44
2,5,4,2,2,3,5,4,2,2,1,1,1,0,0,0.6263428280021192,6,3.1,10,3,2.344,0.97,93.29
3,2,2,4,2,4,2,3,1,2,1,0,1,1,1,0.3642028061039174,4,2.5,9,4,1.924,1.819,69.7
1,5,5,2,2,4,2,2,1,1,1,1,1,0,1,0.976192673345905,4,2.5,7,4,2.727,0.169,100.0
3,3,5,5,4,2,2,5,1,2,1,0,1,0,1,0.7385533893064562,3,3.2,9,3,0.682,0.632,90.6
2,2,2,2,1,4,5,3,2,2,1,1,1,1,1,0.3498137695670641,5,2.5,9,5,0.546,0.633,93.4
2,3,3,2,2,4,4,2,2,2,0,1,1,1,0,0.43090323841464545,3,2.6,10,3,2.446,0.031,73.09
5,5,3,4,3,3,5,2,2,2,1,1,1,1,1,0.7038699228076002,5,3.4,10,5,0.297,1.077,100.0
4,5,5,5,2,5,4,5,1,1,1,1,1,0,1,0.6001543458708225,6,3.7,8,4,1.64,0.456,100.0
2,5,5,2,0,5,2,4,1,2,1,1,1,1,1,0.6081629784548593,5,2.8,8,5,2.736,0.818,100.0
5,2,2,5,4,4,1,2,2,1,1,1,0,1,1,0.3099760566621567,4,2.8,8,4,0.957,1.162,76.17
3,1,2,5,4,2,2,5,2,2,1,1,1,1,1,0.8599166364406612,5,2.8,9,5,0.825,1.265,92.3
5,2,2,5,3,2,2,5,2,2,1,1,1,1,1,0.3980628857096743,5,3.0,10,5,2.779,1.711,80.26
4,1,1,3,4,3,5,1,2,1,0,1,0,1,1,0.4120304827895593,3,2.5,6,3,2.059,1.568,62.18
5,2,2,3,3,4,3,5,2,2,1,1,1,1,1,0.7226214960755639,5,3.1,10,5,2.252,0.733,100.0
4,2,2,4,4,2,3,5,2,2,1,0,1,1,1,0.3763960651714642,6,3.0,10,4,1.82,0.387,81.23
5,2,2,3,4,2,4,4,2,2,1,1,1,1,1,0.7484687395403669,5,3.0,10,5,0.568,0.987,100.0
2,4,3,2,2,4,5,4,2,2,1,1,1,1,1,0.727328952674456,5,3.0,10,5,2.067,0.0,100.0
5,2,2,5,4,5,2,3,2,2,1,0,0,1,1,0.35099920709015986,3,3.2,10,3,1.121,1.163,79.93
4,2,2,3,3,2,4,3,2,2,1,1,1,1,1,0.7686377297120368,5,2.7,10,5,0.885,0.63,100.0
2,5,3,1,2,5,5,4,2,1,0,1,1,1,1,0.8705361821916711,4,3.0,8,4,0.395,1.276,100.0
2,5,3,2,2,2,5,4,2,2,0,1,1,1,1,0.9154736178100444,4,2.9,10,4,2.042,1.985,89.45
3,1,2,3,4,5,4,2,2,2,1,1,1,0,1,0.787817752951643,4,2.8,9,4,2.935,0.658,77.4
2,4,4,1,2,4,4,4,2,2,0,1,1,1,1,0.6965475741320459,6,2.9,9,4,1.948,0.657,98.95
4,3,3,4,2,1,3,4,2,2,1,1,1,1,1,0.9375127985170557,5,2.8,9,5,2.588,1.843,97.22
3,4,5,5,3,5,5,5,2,2,1,1,1,1,1,0.6647645157251392,5,3.9,10,5,1.186,1.731,100.0
5,2,2,4,4,3,4,2,2,1,1,1,1,1,0,0.6387989120158185,4,2.9,9,4,1.167,1.893,92.55
3,1,2,3,2,5,2,4,2,1,1,1,0,1,1,0.7385507570629057,4,2.5,8,4,2.597,1.607,74.32
2,4,5,2,2,5,2,1,2,2,1,0,1,1,1,0.6785074274392809,4,2.7,9,4,0.392,1.115,99.31
5,5,3,4,2,3,2,2,2,2,1,1,0,1,0,0.5686095119704351,3,3.0,10,3,2.331,0.871,97.1
5,2,2,5,2,5,2,3,2,2,0,1,1,1,1,0.9870668739037924,4,3.0,10,4,2.793,1.05,86.56
2,4,4,2,2,4,4,5,2,2,1,1,1,1,1,0.8157751699073894,5,3.1,10,5,1.689,0.336,100.0
5,5,4,5,4,4,3,3,2,2,1,1,1,1,1,0.438847339066612,5,3.7,10,5,0.824,0.592,100.0
1,2,1,2,2,3,5,4,2,1,1,1,0,1,1,0.5273650181877902,4,2.3,7,4,0.826,1.765,75.49
5,3,4,5,3,2,2,3,2,2,1,1,0,1,1,0.5200936040178878,4,3.1,10,4,1.288,0.007,98.24
2,4,5,2,1,2,4,4,2,2,1,1,1,1,1,0.6517047004588316,6,2.8,9,5,2.31,0.56,89.92
2,2,2,1,2,4,3,4,2,2,1,1,1,1,1,0.45329914992095255,5,2.4,9,5,0.944,1.914,80.75
2,3,5,2,2,1,5,4,2,1,1,1,1,0,0,0.4777190859153164,3,2.7,8,3,2.102,1.101,80.75
1,3,5,1,2,4,1,1,2,1,1,1,0,0,1,0.5072660678643426,3,2.1,5,3,0.79,0.16,79.69
3,3,5,4,4,3,2,4,2,2,1,1,1,0,1,0.4304954037604492,6,3.2,10,4,1.125,1.735,89.81
2,2,2,2,2,3,4,3,2,2,1,1,1,1,0,0.4922780333633095,4,2.4,10,4,0.168,1.015,84.74
2,5,4,1,2,5,3,4,2,2,1,1,1,1,1,0.341957556998632,5,3.0,9,5,0.87,0.64,100.0
4,5,3,4,3,2,2,5,2,2,1,1,1,1,1,0.547131186753464,5,3.2,10,5,1.155,1.993,91.73
5,2,2,4,4,4,2,3,2,2,0,0,1,1,0,0.6066357126730315,6,3.0,10,2,2.335,1.3,69.97
2,4,3,2,2,2,5,2,2,2,1,1,1,1,1,0.8981295387926336,5,2.6,10,5,0.987,0.694,100.0
4,2,1,5,4,3,1,3,2,2,1,0,1,1,0,0.5049226426833445,3,2.7,8,3,1.934,1.641,59.99
2,5,4,2,2,5,5,4,2,2,1,1,1,1,1,0.5349798632919232,5,3.3,10,5,2.265,1.495,100.0
5,2,2,4,3,5,2,2,2,1,0,1,0,1,1,0.561681743349042,3,2.8,9,3,0.19,0.833,91.09
4,4,5,5,3,2,2,5,2,2,0,1,0,0,1,0.5900661657392559,6,3.4,10,2,2.27,1.002,84.02
5,3,4,3,2,2,5,2,2,2,1,0,1,1,0,0.7777650707803155,3,3.0,10,3,1.453,0.68,100.0
2,2,2,2,2,5,4,5,1,2,1,1,1,1,1,0.855997984237453,5,2.7,9,5,0.89,0.813,100.0
3,3,5,3,2,4,4,2,2,2,0,1,1,1,0,0.3014824761981703,6,3.0,10,3,0.606,1.557,90.46
1,5,5,2,1,5,3,2,2,2,1,1,1,0,0,0.9999566377083069,3,2.8,8,3,0.431,1.886,100.0
3,4,5,4,3,4,3,5,2,2,1,1,0,1,1,0.4716642429596901,6,3.5,10,4,2.579,1.784,100.0
5,2,2,5,3,4,5,2,2,2,1,1,0,1,1,0.6683563892723856,6,3.2,10,4,1.619,1.645,100.0
3,5,5,5,3,3,3,3,2,2,1,1,1,1,1,0.3257145756059285,5,3.4,10,5,0.893,1.756,100.0
5,2,1,4,4,2,0,4,2,1,1,1,0,1,0,0.9379758327722285,3,2.5,7,3,2.289,1.557,59.32
1,4,4,2,2,5,2,2,2,2,1,0,1,0,1,0.35757193752206917,3,2.6,9,3,1.134,1.606,75.23
2,5,5,2,1,4,3,2,2,2,1,1,0,1,1,0.49846266073167816,4,2.8,9,4,0.455,1.921,100.0
2,4,5,2,2,4,5,4,2,2,1,1,0,1,0,0.5312965678888641,6,3.2,10,3,2.967,1.658,92.73
4,3,5,3,4,4,2,2,2,2,1,1,1,1,1,0.6840567751599124,5,3.1,10,5,1.912,1.865,98.88
5,3,4,5,4,2,2,5,2,2,1,1,1,1,1,0.8665780647421579,6,3.4,10,5,2.275,1.059,97.65
2,5,5,2,2,2,5,2,2,1,1,1,1,1,1,0.9718697538448278,5,2.8,9,5,0.97,1.244,100.0
5,5,5,4,2,2,1,5,2,2,1,1,1,1,1,0.8811317771502825,6,3.3,9,5,2.471,0.535,100.0
3,4,5,5,4,4,1,1,2,2,1,0,1,1,1,0.8833443496036164,4,3.1,8,4,0.349,0.172,100.0
3,5,5,3,3,2,3,3,2,2,1,1,0,1,1,0.9350257978019714,6,3.1,10,4,0.527,0.634,100.0
2,1,2,2,2,5,5,3,2,2,1,1,1,1,1,0.5001407072399859,5,2.6,9,5,1.134,1.649,89.86
5,4,4,3,4,5,2,4,2,0,1,1,1,1,1,0.7720538471549929,5,3.3,9,5,1.786,0.488,100.0
4,2,2,4,3,2,4,4,2,2,0,0,1,1,1,0.7566252288519171,6,2.9,10,3,0.505,1.954,89.17
2,3,5,2,2,2,5,5,2,2,1,1,1,1,0,0.6064910471058864,4,3.0,10,4,0.883,0.131,100.0
2,1,2,2,2,4,5,2,2,2,1,1,0,0,1,0.40131238784150836,3,2.4,9,3,2.434,0.745,73.55
2,2,2,2,2,4,4,5,2,2,1,0,0,1,1,0.7238424599626656,6,2.7,10,3,2.252,0.394,76.84
2,3,4,2,2,3,5,1,2,2,1,0,1,0,1,0.6145419769336555,3,2.6,9,3,1.475,1.14,79.61
4,2,2,3,2,5,2,4,2,2,1,0,0,1,1,0.9762983982257853,6,2.8,10,3,1.35,0.98,87.24
1,2,1,2,2,4,2,3,2,2,1,1,0,1,0,0.6014990329134784,3,2.1,8,3,0.963,1.213,65.22
5,2,2,5,4,5,2,4,2,2,1,1,1,1,1,0.8684693308260181,6,3.3,10,5,0.054,1.63,100.0
4,5,3,5,2,2,3,1,2,2,1,1,0,1,0,0.9520873623890393,3,2.9,9,3,1.612,0.429,95.09
4,4,4,4,2,2,5,2,2,2,1,1,1,1,1,0.6825260669208398,5,3.1,10,5,2.279,1.955,100.0
4,5,5,4,3,2,3,2,2,2,0,1,1,0,0,0.630528570439743,6,3.2,10,2,0.02,0.113,100.0
2,5,5,2,2,5,3,2,2,2,1,0,0,1,1,0.6577392843509982,6,3.0,10,3,1.494,1.64,99.69
2,4,3,2,2,3,3,5,2,2,1,0,1,0,1,0.8078717478768132,6,2.8,10,3,1.841,0.514,89.91
5,2,2,3,4,1,3,5,2,2,1,1,1,1,1,0.5254970224359632,6,2.9,9,5,1.731,0.173,85.52
3,3,3,3,3,4,2,4,2,2,0,1,1,1,1,0.7862274784662396,4,2.9,10,4,0.277,0.155,97.49
5,2,2,5,4,4,5,2,2,2,1,0,1,1,0,0.5586926931011971,6,3.3,10,3,0.315,0.707,100.0
2,2,2,2,2,4,3,5,2,2,0,1,1,1,1,0.5341886436775043,4,2.6,10,4,1.13,0.113,79.4
1,1,2,1,2,3,1,5,2,2,0,0,1,1,1,0.8762252641788484,3,2.0,6,3,0.316,0.665,69.59
1,5,4,2,2,4,5,2,2,2,1,1,1,0,1,0.8605685556507829,6,2.9,9,4,1.776,1.868,100.0
5,3,5,5,3,2,3,2,2,2,0,0,1,1,1,0.41994124748458117,6,3.2,10,3,2.546,0.306,89.78
3,5,5,3,4,2,2,5,2,2,1,1,0,1,1,0.8369709394542122,4,3.3,10,4,2.196,1.88,99.72
5,5,3,4,3,5,5,2,2,2,0,0,1,1,1,0.8824010997676595,6,3.6,10,3,2.656,0.205,100.0
4,4,4,5,4,3,1,4,2,2,1,1,1,1,1,0.5405066918404287,5,3.3,9,5,1.242,0.424,95.19
4,2,2,5,3,2,5,3,2,2,1,0,1,1,1,0.8605418245870442,6,3.0,10,4,0.563,1.981,93.98
2,5,5,1,1,2,3,2,2,2,1,0,1,1,0,0.7749144319241626,3,2.5,8,3,2.214,1.509,86.34
5,5,5,5,2,3,4,2,2,1,1,1,1,1,1,0.87859903976704,5,3.4,9,5,1.041,0.416,100.0
5,2,2,5,3,4,4,5,2,2,1,1,1,0,1,0.7778002524881458,6,3.4,10,4,1.177,1.075,100.0
2,2,2,2,2,3,3,4,2,2,1,1,1,1,1,0.46044935239966345,5,2.4,10,5,1.284,0.359,84.77
5,1,2,3,4,2,1,2,2,2,1,1,1,0,0,0.5665503844601868,3,2.4,8,3,1.01,0.95,71.08
2,3,5,2,2,3,5,2,1,2,1,1,1,1,0,0.8496094245750063,4,2.7,9,4,1.611,1.559,90.88
5,2,1,5,4,5,5,2,2,1,0,1,1,1,1,0.5669946058973565,4,3.2,8,4,0.545,1.493,87.73
5,2,2,3,3,3,3,4,2,2,1,0,1,1,1,0.703500434724182,4,2.9,10,4,0.859,1.95,96.35
5,2,2,5,4,3,5,2,2,2,1,1,1,1,0,0.6760034596292183,6,3.2,10,4,2.618,1.872,98.59
3,2,2,3,3,5,1,5,2,2,1,0,1,1,1,0.3194965037130083,4,2.8,9,4,0.1,0.149,79.59
3,0,1,3,2,3,2,4,2,2,1,1,0,1,0,0.8723164051349859,3,2.2,8,3,2.433,1.855,57.02
2,2,2,2,1,5,3,2,2,0,1,1,1,0,1,0.582070391479405,4,2.1,8,4,2.577,1.236,69.03
2,5,5,2,2,5,2,5,1,2,1,1,0,0,1,0.5402674457465414,6,3.1,9,3,2.483,0.129,97.33
4,2,2,3,4,3,5,5,2,2,1,1,0,1,1,0.8715387875011655,6,3.2,10,4,0.811,1.536,97.42
2,5,3,2,2,4,2,5,2,2,1,0,1,1,1,0.920042944948297,4,2.9,10,4,2.617,0.628,94.41
2,3,5,2,1,4,2,4,2,2,1,1,1,0,1,0.32951677813391855,4,2.7,9,4,1.595,1.272,79.25
5,4,3,4,3,4,2,5,0,2,1,1,1,1,1,0.8990723764878856,5,3.2,9,5,2.255,1.771,100.0
5,5,5,3,2,2,2,3,1,2,1,1,0,1,1,0.995014164756155,4,3.0,9,4,1.924,1.287,100.0
2,1,1,2,2,2,5,3,2,2,0,1,0,1,1,0.7347613551601724,3,2.2,8,3,0.678,0.244,75.28
2,2,2,2,2,3,4,5,2,2,1,1,1,1,1,0.4214813929554603,5,2.6,10,5,2.294,1.204,88.97
2,2,2,2,2,5,4,5,2,1,1,1,1,1,1,0.6394275144731627,5,2.7,9,5,1.287,0.259,87.22
5,2,2,4,3,2,3,4,2,2,0,1,1,1,1,0.9421959635971007,6,2.9,10,4,1.529,0.468,90.64
4,2,1,4,3,1,3,3,2,2,0,0,1,1,1,0.5188028040263045,3,2.5,8,3,1.628,0.468,76.56
5,4,5,5,4,2,2,5,1,2,1,0,1,1,1,0.8658821611547918,4,3.5,9,4,1.176,1.177,98.73
3,2,1,5,2,5,5,2,2,1,1,1,1,1,1,0.492941476570951,5,2.8,8,5,0.213,0.532,100.0
4,2,2,3,4,4,2,5,2,2,1,1,1,1,1,0.696261807984263,5,3.0,10,5,1.116,0.422,91.0
2,1,2,1,2,5,3,3,2,2,1,0,1,1,1,0.7716751161372513,4,2.3,8,4,0.562,0.012,75.78
5,5,3,4,4,2,4,5,2,2,1,1,1,1,1,0.519283907051713,5,3.6,10,5,1.999,0.9,100.0
3,5,4,5,4,5,2,2,2,2,0,1,1,1,1,0.5327544133795664,4,3.4,10,4,1.246,0.77,97.23
5,3,3,5,2,2,2,4,2,2,1,1,1,1,1,0.6149045276609362,5,3.0,10,5,1.012,0.622,91.91
3,3,3,4,3,2,3,1,2,2,1,0,1,0,1,0.45490599418246336,3,2.6,9,3,2.361,1.286,72.48
4,3,5,4,3,5,2,5,2,2,1,1,1,1,0,0.6535954812297429,6,3.5,10,4,1.471,0.037,100.0
5,4,5,3,3,3,2,4,2,2,1,1,1,1,1,0.863898565485913,5,3.3,10,5,1.094,1.375,100.0
4,4,3,4,4,5,2,4,2,2,1,1,1,1,1,0.5697745661446613,5,3.4,10,5,2.416,0.748,99.95
2,5,5,2,2,3,1,4,1,1,0,1,0,1,1,0.5484886311246218,3,2.6,7,3,1.198,0.326,91.54
3,4,5,5,4,2,2,5,2,2,0,0,1,1,1,0.5546318028500824,3,3.4,10,3,0.463,1.299,88.75
5,3,5,5,4,2,2,5,2,2,1,1,1,1,1,0.8129026362252265,5,3.5,10,5,1.775,0.9,100.0
5,5,3,5,4,2,4,4,2,2,1,1,1,1,1,0.46051206597862326,5,3.6,10,5,0.992,1.716,100.0
4,5,4,4,4,1,2,5,2,2,1,1,1,0,1,0.5103358900069208,4,3.3,9,4,2.669,1.983,83.58
5,2,2,4,2,5,3,5,2,2,0,1,1,1,1,0.8669872438730695,6,3.2,10,4,2.043,0.853,100.0
4,5,5,4,4,5,2,2,2,2,1,0,1,1,1,0.7073455752681423,6,3.5,10,4,2.903,1.01,100.0
1,1,2,2,1,4,5,3,2,0,1,0,1,1,1,0.8794744797499523,4,2.1,6,4,2.118,0.109,82.02
2,4,3,2,2,5,4,5,2,2,1,0,1,1,1,0.6177812753696016,4,3.1,10,4,1.315,1.074,97.21
5,2,2,4,2,4,2,4,1,2,1,1,1,1,0,0.5554179289832151,4,2.8,9,4,2.178,0.777,98.0
4,5,3,3,4,3,4,2,1,2,1,1,1,0,1,0.6643041774897986,4,3.1,9,4,1.727,0.66,100.0
2,3,3,2,2,4,2,5,2,2,0,0,1,1,1,0.5636683784015184,3,2.7,10,3,2.51,0.925,81.01
3,5,3,3,2,4,2,5,2,2,1,1,1,1,1,0.9614780727964369,5,3.1,10,5,2.325,1.482,100.0
1,4,4,2,2,1,3,4,2,2,1,0,1,1,1,0.3171891992130548,4,2.5,8,4,0.001,1.766,70.85
4,4,3,3,4,2,4,3,1,2,1,1,1,0,1,0.9896992074853026,4,3.0,9,4,2.533,1.528,91.73
4,2,2,5,3,4,1,0,1,1,1,0,0,1,1,0.6133302496708057,3,2.3,6,3,2.55,0.878,61.89
4,5,5,5,4,2,5,2,1,2,1,1,1,1,1,0.7084423337976664,5,3.5,9,5,2.565,0.067,100.0
2,4,3,2,2,3,4,5,2,1,1,1,1,1,1,0.4130094740759509,5,2.8,9,5,0.575,0.416,100.0
4,2,2,5,2,4,5,5,2,1,1,1,1,1,1,0.4196146413647297,5,3.2,9,5,2.692,0.563,96.77
3,2,2,4,2,3,3,2,2,0,1,1,1,1,0,0.7834017766229188,4,2.3,9,4,2.935,0.38,80.74
5,1,2,4,3,1,3,4,2,2,1,1,1,1,1,0.8713163172237455,5,2.7,8,5,0.012,1.123,92.53
2,3,3,2,2,5,1,1,1,2,1,1,0,0,1,0.3208477388763165,3,2.2,7,3,2.202,0.521,70.32
2,4,4,1,2,5,3,5,2,2,0,0,1,1,0,0.9939006028401047,6,3.0,9,2,0.084,0.792,90.19
5,2,2,4,2,5,4,3,2,1,1,1,1,1,1,0.38482376414832736,5,3.0,9,5,0.194,0.396,97.68
4,5,4,4,4,2,2,1,2,2,1,1,0,1,1,0.7721922824100445,4,3.0,9,4,1.199,0.972,93.84
4,5,4,5,2,2,3,4,2,2,1,1,1,1,1,0.8973418324542146,5,3.3,10,5,0.341,1.768,100.0
2,5,4,2,2,4,3,2,2,2,1,1,1,1,1,0.433840559324294,5,2.8,10,5,1.942,1.982,89.69
5,4,4,4,3,2,3,2,1,2,1,1,1,0,1,0.3118723319875298,6,3.0,9,4,2.176,0.521,95.0
2,2,2,1,2,4,4,1,2,2,1,1,0,1,1,0.776654290738541,4,2.2,8,4,1.56,0.601,80.28
3,2,2,3,3,3,5,3,1,2,1,1,1,1,1,0.3289972958359383,5,2.7,9,5,2.481,0.851,81.09
4,5,5,3,4,2,4,2,2,2,1,1,0,1,1,0.7557742807042926,6,3.3,10,4,2.954,1.154,100.0
4,2,2,3,4,5,4,5,2,2,1,0,1,1,1,0.8871563304651244,6,3.3,10,4,2.02,1.123,93.44
5,3,4,5,3,3,3,2,2,2,1,1,1,1,1,0.9826438123706145,5,3.2,10,5,1.112,0.812,100.0
1,4,3,2,1,2,4,3,2,1,1,1,1,1,1,0.319389544217172,5,2.3,7,5,0.271,0.568,80.08
2,3,5,2,2,5,3,4,2,2,1,1,1,0,1,0.3853771812852203,4,3.0,10,4,1.732,1.701,89.13
5,4,3,3,2,5,4,4,2,1,1,0,1,1,0,0.3561605055864281,6,3.3,9,3,1.667,0.96,100.0
5,3,4,4,3,4,2,2,1,2,1,1,1,1,1,0.5765076808519427,5,3.0,9,5,2.098,0.58,98.49
5,3,5,4,4,5,2,3,2,2,1,1,1,1,1,0.3236922795126696,5,3.5,10,5,0.277,1.082,100.0
5,3,3,4,3,3,4,4,2,2,1,0,1,1,1,0.8851498150344035,6,3.3,10,4,1.445,1.418,99.51
1,2,2,2,2,4,4,3,2,2,1,1,1,1,1,0.5018275711926812,5,2.4,9,5,2.319,1.815,76.9
2,1,2,2,0,4,2,3,2,1,0,1,0,1,1,0.9653885511140023,3,1.9,7,3,1.337,0.465,76.81
5,3,4,5,3,4,2,2,2,2,0,0,1,1,1,0.6459444689973568,3,3.2,10,3,1.205,0.613,86.42
2,2,2,1,2,2,5,4,2,2,0,1,1,1,1,0.47567620228653007,6,2.4,9,4,1.927,0.653,81.09
5,3,3,4,2,5,3,5,2,2,1,0,1,1,1,0.46670748887973723,6,3.4,10,4,2.654,1.433,86.1
5,2,2,5,4,3,4,5,2,2,0,1,1,0,1,0.37762093983267897,6,3.4,10,3,1.702,0.611,83.78
2,1,0,1,2,4,4,5,2,2,1,0,1,0,1,0.44059321010207664,3,2.3,7,3,0.911,1.369,67.29
3,4,5,3,3,2,3,5,2,2,1,1,0,1,0,0.5541536978825925,6,3.2,10,3,0.009,1.834,91.01
5,5,5,4,2,2,2,2,2,2,1,1,1,1,1,0.6262611940529321,5,3.1,10,5,2.36,0.138,100.0
